Division,Part,Item,Pay Item,Description,Unit
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (10),Dimmer Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (11),Master Selector Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (12),Automatic Door Switch (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (13),Switch Bank (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (14)a,Passive Infra-Red (Presence) Detector/Switch (   Surface Mounted),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (14)b,Passive Infra-Red (Presence) Detector/Switch (   Recessed),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (15),"Single Convenience Outlet/Receptacle, Grounding Type (GT) (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (16),Duplex Convenience Outlets/Receptacles (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (17),Heavy Duty Convenience Outlet/Receptacles (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (18),Weatherproof Single Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (19),Weatherproof Duplex Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (20),"Special Purpose Outlet/Receptacle, (GT) for ACU, WH, etc. (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (21),Pop-up type/Floor Single Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (22),Pop-up type/Floor Duplex Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (23),Pop-up type/Floor Triplex Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (24),Explosion Proof type Single Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (25),Explosion Proof type Duplex Convenience Outlet/Receptacle (GT) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (26),Single Convenience Outlet with Ground Fault Circuit Interrupter (GFCI) (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (27),Duplex Convenience Outlet with GFCI (   ),Set
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (28),PVC Tape ( 19 mm dia. x 18 mm  ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (29),Rubber Tape/Friction Tape ( 19 mm dia. x 227 g  ),Roll
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (30)a,Mica Tubing ( 6.35 mm  ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (30)b,Mica Tubing ( 12.7 mm  ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (30)c,Mica Tubing ( 19.0 mm  ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (30)d,Mica Tubing ( 25.40 mm  ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (31),Messenger Wire (   ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (32),Guy Wire (   ),Meter
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (33),Wires and Wiring Devices (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1101 – WIRES, CABLES AND WIRING DEVICES",1101 (34),Repair/Replacement of Wires and Wiring Devices (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (1),Panelboard with Main & Branch Breakers (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (2),"Motor Control Center with Main, Branch Breakers and Motor Starters/Controllers, NEMA 1, Flushed Type (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (3),"Copper Bus Bar NEMA I Enclosure, Surface Mounted (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (4),"Manual Transfer Switch with Renewable Fuse, Flushed Type (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (5),"Manual Transfer Switch, Breaker Type, Free Standing (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (6),"Automatic Transfer Switch, Breaker Type, Flushed Type (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (7),"Automatic Transfer Switch, Breaker Type, Free Standing (   )",Set
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (8),Pad Mounted Distrbution Transformer (OISC) with Complete Accessories (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (9),Pad Mounted Distrbution Transformer (OISC) with Complete Accessories (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (10),"Pole Mounted Distribution Transformer (OISC) with Complete Accessories, Pole Type (   )",Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (11),"Pole Mounted Power Transformer (OISC) with Complete Accessories, Single or Three Phase, Pole Type or Flatform (   )",Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (12),"Dry Type Transformer, Single or Three Phase, Free Standing or Flatform (   )",Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (13),Current Transformer (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (14),Potential Transformer (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (15),Isolation Transformer (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (16)a1,Generator (  single or three phase Stand-by),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (16)a2,Generator (  single or three phase Continuous),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (17),Synchronizing Panel for Generators (   ),Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (18),"Solar Panel with Inverter, Battery and Other Devices (   )",Lump Sum
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (19),Apitong or Approved Equal Creosoted Wood Pole (   ),Piece
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (20),Anchor Rod (   ),Piece
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (21),Anchor Log (   ),Piece
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (22),Powerload Studs with Nuts (   ),Piece
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (23),"Repair/Replacement of Power Load Center, Switchgear and Panelboards, and other Overcurrent Protection Devices (   )",Piece
DIVISION II - BUILDING,PART F,"ITEM 1102 - POWER LOAD CENTER, SWITCHGEAR AND PANELBOARDS, AND OTHER OVERCURRENT PROTECTION DEVICES",1102 (24),Battery Charger (Automatic Charger) with Battery and Console Panel (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1103 – LIGHTING FIXTURES,1103 (1),Lighting Fixtures (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1104 – AUXILIARY SYSTEM,1104 (1),Auxiliary System (   ),Lump Sum
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (1)a,Data Cabinet (  Wall type ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (1)b,Data Cabinet (  Free standing ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (2)a,Distribution Frame Panel (  Sub ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (2)b,Distribution Frame Panel (  Main ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (3),Terminal Block (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (4),UTP Patch Panel (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (5),Fiber Connect Panel (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (6),UTP CAT5 Cable (   ),Roll
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (7),UTP CAT6 Cable (   ),Roll
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (8),Fiber Optic Cable (   ),Roll
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (9),Fiber Connector (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (10),Patch Cord CAT5 (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (11),Patch Cord CAT6 (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (12),Fiber Patch Cord (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (13),Modular Jack (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (14),Wall Plate Single (Voice/Data Outlet) (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (15),Wall Plate 2 port (Voice/Data Outlet) (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (16),Wall Plate 3 port (Voice/Data Outlet) (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (17),Floor Mounted 2 port (Voice/Data Outlet) (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (18),Floor Mounted 3 port (Voice/Data Outlet) (   ),Set
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (19),"Network Equipment (Servers, Fire Wall, Repeaters, etc.) (   )",Unit
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (20),Network Cabling (   ),Lump Sum
DIVISION II - BUILDING,PART F,Item 1105 – NETWORK CABLING SYSTEM,1105 (21),UTP CAT5e Cable (   ),Roll
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (1),CCTV System (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (2),IP - Fixed Dome Camera (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (3),IP - Pinhole Type Camera (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (4),Movable Camera (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (5),Weather Proof Camera (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (6),Data Digital Video Recorder (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (7),Network Video Recorder (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (8),Centralized Power Supply with UPS (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (9),"LCD, LED Monitor (   )",Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (10),CCTV Console (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (11),RG59 Coaxial Cable (   ),Meter
DIVISION II - BUILDING,PART F,ITEM 1106 – CLOSED-CIRCUIT TELEVISION SYSTEM,1106 (12),Digital Disc Recorder (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (1),Public Address System (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (2),System Management Amplifier (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (3),Power Amplifier (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (4),Voice Announcement Board (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (5),Remote Microphone (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (6),Ceiling Speaker (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (7),Wall Mount Speaker (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (8),CD/DVD Player (   ),Unit
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (9),AM/FM Tuner (   ),Unit
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (10),Fabricated Rack (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (11),Booster Transformer (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (12),Horn (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1107 – PUBLIC ADDRESS SYSTEM,1107 (13),Wires/Cables (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1108 - DOOR ACCESS AND CARD READER SYSTEM,1108 (1),Door Access and Card Reader System (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1108 - DOOR ACCESS AND CARD READER SYSTEM,1108 (2),Security Cabinet (   ),Unit
DIVISION II - BUILDING,PART F,ITEM 1108 - DOOR ACCESS AND CARD READER SYSTEM,1108 (3),Magnetic Card (   ),Piece
DIVISION II - BUILDING,PART F,ITEM 1108 - DOOR ACCESS AND CARD READER SYSTEM,1108 (4),Magnetic Door Contact (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (1),Grounding System (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (2),Exothermic Weld Connector (   ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (3),Air Terminal (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)a,Bare Copper Wire ( 2.0 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)b,Bare Copper Wire ( 3.5 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)c,Bare Copper Wire ( 5.5 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)d,Bare Copper Wire ( 8.0 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)e,Bare Copper Wire ( 14 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)g,Bare Copper Wire ( 22 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)h,Bare Copper Wire ( 30 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)i,Bare Copper Wire ( 38 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)j,Bare Copper Wire ( 50 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)k,Bare Copper Wire ( 60 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)l,Bare Copper Wire ( 80 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (4)m,Bare Copper Wire ( 100 mm2  ),Meter
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)a,Grounding Clamps for Electric Wires ( 8.0 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)b,Grounding Clamps for Electric Wires ( 14 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)c,Grounding Clamps for Electric Wires ( 16 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)d,Grounding Clamps for Electric Wires ( 20 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)e,Grounding Clamps for Electric Wires ( 22 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)f,Grounding Clamps for Electric Wires ( 25 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)g,Grounding Clamps for Electric Wires ( 30 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)h,Grounding Clamps for Electric Wires ( 38 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)i,Grounding Clamps for Electric Wires ( 50 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)j,Grounding Clamps for Electric Wires ( 60 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)k,Grounding Clamps for Electric Wires ( 80 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)l,Grounding Clamps for Electric Wires ( 100 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)m,Grounding Clamps for Electric Wires ( 125 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)n,Grounding Clamps for Electric Wires ( 200 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)o,Grounding Clamps for Electric Wires ( 250 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (5)p,Grounding Clamps for Electric Wires ( 400 mm2  ),Piece
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)a,Grounding Rod Copper Clad ( 14.2 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)b,Grounding Rod Copper Clad ( 16 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)c,Grounding Rod Copper Clad ( 17.2 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)d,Grounding Rod Copper Clad ( 18 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)e,Grounding Rod Copper Clad ( 20 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)f,Grounding Rod Copper Clad ( 22 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1109 - GROUNDING SYSTEM,1109 (6)g,Grounding Rod Copper Clad ( 25 mm dia. x 3 m  ),Length
DIVISION II - BUILDING,PART F,ITEM 1110 - NURSE CALL SYSTEM,1110 (1),Nurse Call System (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1110 - NURSE CALL SYSTEM,1110 (2),Area Control Unit (ACU) (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1110 - NURSE CALL SYSTEM,1110 (3),Nurse Call Console (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1110 - NURSE CALL SYSTEM,1110 (4),Patient Bed Station (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1110 - NURSE CALL SYSTEM,1110 (5),Corridor Lights and Zone Lights (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (1),Reinforced Concrete Pedestal/Pole (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (2),Reinforced Concrete Encasement (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (3),Concrete Encasement (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (4),Handhole (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (5),Manhole (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (6),Cable Tray (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (7),Trench Excavation (   ),Lump Sum
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (8),2 Spool Insulator Secondary Rack (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (9),3 Spool Insulator Secondary Rack (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (10),4 Spool Insulator Secondary Rack (   ),Set
DIVISION II - BUILDING,PART F,ITEM 1111 - MISCELLANEOUS ELECTRICAL/CIVIL WORKS,1111 (11),Mounting Bolts/ Eye bolts (   ),Each
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (1),Ventilating Equipment (   ),Lump Sum
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (2)a,Oscillating Fan (   Stand Fan),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (2)b,Oscillating Fan (   Wall Fan),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (2)c,Oscillating Fan (   Ceiling Fan),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (3),"Stand Fan, Industrial Type (   )",Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (4)a,Propeller Fan (   Wall Mounted Fan),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (4)b,Propeller Fan (   Ceiling Fan),Set
DIVISION II - BUILDING,PART G,ITEM 1200 – AIR CONDITIONING AND VENTILATING SYSTEM,1200 (4)c,"Propeller Fan (   Tube Axial Fan Roof
Mounted)",Set
